"race_eth","count","percent_group","rates","percent_pop"
"African American","965","1.79085","2032.7344","2.36"
"Asian","7913","14.68498","1207.71362","35.65"
"Latino","28952","53.72924","5293.64441","25.78"
"Native Hawaiian & Other Pacific Islander","244","0.45282","3456.58025","0.32"
"White","6508","12.07757","970.76807","32.04"
"Other","3149","5.84393",,"3.85"
"Unknown","6154","11.42062",,
