"race_eth","count","percent_group","rates","percent_pop"
"African American","6133","1.75415","13550.89595","2.4"
"Asian","66721","19.08343","9541.24898","37.7"
"Latino","118965","34.02616","24230.20991","26.5"
"Native Hawaiian & Other Pacific Islander","2142","0.61265","34387.54214","0.3"
"White","55611","15.90576","9148.00552","32.8"
"Other","44833","12.82306","814405.08629","0.3"
"Unknown","55223","15.79479",,
