"race_eth","count","percent_group","rates","percent_pop"
"African American","334","1.8","703.6","2.36"
"Asian","1860","10","283.9","35.65"
"Latino","10304","55.4","1884","25.78"
"Native Hawaiian & Other Pacific Islander","103","0.6","1459.1","0.32"
"White","1985","10.7","296.1","32.04"
"Other","1272","6.8",,"3.85"
"Unknown","2753","14.8",,
