"race_eth","count","percent_group","rates","percent_pop"
"African American","1859","1.82319","3915.9101","2.36"
"Asian","16463","16.14589","2512.64871","35.65"
"Latino","52159","51.15433","9536.86097","25.78"
"Native Hawaiian & Other Pacific Islander","479","0.46977","6785.66369","0.32"
"White","13222","12.96732","1972.2642","32.04"
"Other","7359","7.21725",,"3.85"
"Unknown","10423","10.22224",,
