"race_eth","count","percent_group","rates","percent_pop"
"African American","2182","1.8686","4596.29684","2.36"
"Asian","19821","16.9741","3025.16006","35.65"
"Latino","58984","50.51211","10784.75828","25.78"
"Native Hawaiian & Other Pacific Islander","567","0.48556","8032.29919","0.32"
"White","15701","13.44586","2342.04509","32.04"
"Other","8418","7.20892",,"3.85"
"Unknown","11099","9.50485",,
