"race_eth","count","percent_group","rates","percent_pop"
"African American","2618","2.0542","5514.71363","2.36"
"Asian","21932","17.20886","3347.3493","35.65"
"Latino","63086","49.50018","11534.77657","25.78"
"Native Hawaiian & Other Pacific Islander","655","0.51394","9278.93469","0.32"
"White","18146","14.23819","2706.75436","32.04"
"Other","9361","7.34507",,"3.85"
"Unknown","11648","9.13956",,
