"race_eth","count","percent_group","rates","percent_pop"
"African American","2060","1.8316","4339.30866","2.36"
"Asian","18745","16.66667","2860.93665","35.65"
"Latino","57286","50.93447","10474.2924","25.78"
"Native Hawaiian & Other Pacific Islander","534","0.47479","7564.81088","0.32"
"White","14866","13.21775","2217.49202","32.04"
"Other","8082","7.18592",,"3.85"
"Unknown","10897","9.68881",,
