"race_eth","count","percent_group","rates","percent_pop"
"African American","2103","1.83999","4429.88646","2.36"
"Asian","19214","16.81103","2932.5173","35.65"
"Latino","58066","50.80407","10616.90924","25.78"
"Native Hawaiian & Other Pacific Islander","551","0.48209","7805.63819","0.32"
"White","15173","13.27541","2263.28578","32.04"
"Other","8224","7.19548",,"3.85"
"Unknown","10963","9.59193",,
