"race_eth","count","percent_group","rates","percent_pop"
"African American","514","1.83722","1082.7207","2.36"
"Asian","3558","12.71759","543.03615","35.65"
"Latino","16429","58.72324","3003.91282","25.78"
"Native Hawaiian & Other Pacific Islander","147","0.52543","2082.44794","0.32"
"White","3341","11.94195","498.36142","32.04"
"Other","1291","4.6145",,"3.85"
"Unknown","2697","9.64006",,
