"race_eth","count","percent_group","rates","percent_pop"
"African American","353","1.8","743.6","2.36"
"Asian","2006","10.2","306.2","35.65"
"Latino","10963","55.9","2004.5","25.78"
"Native Hawaiian & Other Pacific Islander","106","0.5","1501.6","0.32"
"White","2112","10.8","315","32.04"
"Other","1300","6.6",,"3.85"
"Unknown","2773","14.1",,
